event,type,red1,red2,red3,redFinal,redFoul,redAuto,redTeleop,blue1,blue2,blue3,blueFinal,blueFoul,blueAuto,blueTeleop
MICMP,Q,33,2612,1023,158,0,42,66,4377,107,4384,61,0,21,30
MRCMP,Q,1391,103,1279,110,3,45,42,4460,357,2539,39,0,9,10
MICMP,Q,857,2767,1025,100,0,44,16,70,123,2851,89,0,35,24
MICMP,Q,326,2834,3688,113,0,63,30,3618,503,2959,89,0,39,30
MRCMP,Q,816,2590,293,126,3,57,36,193,484,1403,92,0,42,30
MICMP,Q,217,4391,858,92,0,42,30,68,141,1918,105,0,39,36
MICMP,Q,3572,2000,548,160,0,72,48,3234,1189,2054,186,0,96,60
MICMP,Q,2337,33,280,70,0,12,48,51,2771,2612,122,0,54,48
MICMP,Q,107,857,3602,71,0,23,18,3539,4325,3414,174,0,96,48
MDBA,P,4464,2172,1086,27,0,15,12,4505,2528,1885,0,0,0,0
MICMP,Q,573,862,3656,162,0,108,24,27,2767,1023,130,0,68,42
MICMP,Q,3688,2611,2959,100,0,52,18,1025,1701,2474,89,0,35,24
MDBA,P,3389,2912,3150,12,0,2,0,3419,1895,1559,45,0,11,34
MICMP,Q,2137,1684,2851,96,3,45,18,4381,858,2145,83,0,43,30
MDBA,P,2866,3455,4514,19,0,9,10,2546,4266,87,36,0,0,16
MICMP,Q,1504,469,1718,156,3,69,54,3604,68,245,115,0,65,30
MDBA,P,1389,4122,3941,56,0,24,32,53,329,4456,46,0,34,12
MICMP,Q,1918,2960,4377,71,3,24,24,4384,314,503,136,3,65,48
MDBA,P,2537,375,1719,71,0,45,16,45,122,1699,37,0,15,12
MICMP,Q,2673,217,141,112,6,54,42,494,2054,548,136,0,74,42
MDBA,P,3748,2849,4122,12,0,0,12,4067,4464,3650,30,0,12,18
MICMP,Q,123,4130,910,110,0,54,36,326,3618,70,105,0,41,54
MDBA,P,2199,686,122,38,0,22,6,2638,623,4541,26,0,0,6
MICMP,Q,2834,3421,2619,96,0,58,28,67,3641,4391,113,0,73,0
MRCMP,P,1626,1143,2539,68,0,24,24,1302,225,222,95,0,43,22
MDBA,P,2641,2866,1895,45,0,17,8,2528,2963,1708,32,20,12,0
MRCMP,P,2590,1089,1640,84,0,48,36,316,714,75,54,0,8,6
MDBA,P,2377,1389,250,68,0,24,24,2537,2640,449,68,0,30,18
MRCMP,P,11,1676,293,78,0,66,12,1279,224,272,50,0,20,30
MDBA,P,2534,365,4288,55,0,33,12,128,4067,3455,79,0,39,30
MRCMP,P,484,1403,4285,95,0,59,36,316,1626,2729,84,0,42,42
MDBA,P,686,2638,375,85,3,54,28,1719,2963,4099,1,0,1,0
MRCMP,P,225,1218,2495,99,0,75,24,3974,4342,1923,63,0,39,24
MDBA,P,1885,4638,2534,29,0,9,10,1699,3748,3389,60,0,18,42
MRCMP,P,4460,193,486,78,6,6,36,223,2607,869,71,20,35,6
MDBA,P,4514,4541,1708,25,0,5,0,2640,4464,4288,39,0,3,36
MRCMP,P,56,1391,303,94,0,42,42,1228,1370,1403,143,3,62,48
MRCMP,P,223,4475,3340,64,0,26,28,1881,4285,2590,138,0,66,42
MDBA,P,686,87,375,85,20,47,18,1699,4464,2912,33,0,15,18
MDBA,P,329,888,449,46,0,40,6,4266,128,3150,69,0,51,18
MRCMP,P,1302,224,2559,122,69,23,10,1676,272,357,127,29,48,30
MRCMP,P,1672,4342,1640,48,0,34,4,1279,4460,1089,68,0,36,12
MDBA,P,4464,2528,2638,84,0,44,30,375,1111,4266,49,0,21,18
MRCMP,P,75,1403,816,116,0,62,24,2729,225,193,174,0,96,48
MDBA,P,2528,2377,2638,38,0,12,6,2640,250,2172,32,0,0,12
MDBA,P,4464,365,449,89,0,49,30,3650,2641,250,44,0,12,12
MRCMP,P,2539,1370,1218,140,0,90,30,1881,486,223,78,0,34,24
MDBA,P,1389,686,3650,28,0,6,12,2641,4288,128,118,0,78,30
MRCMP,P,316,4475,222,56,0,6,30,4575,2495,869,34,0,0,24
MICMP,P,469,67,27,140,0,78,62,2054,245,494,128,0,62,66
MDBA,P,623,4464,4099,40,0,10,30,2641,375,686,60,0,24,36
MRCMP,P,4285,433,56,39,0,33,6,272,3314,2607,68,0,44,24
MDBA,P,45,4464,2377,14,0,2,12,3941,686,375,77,0,39,38
MICMP,P,469,67,27,134,0,72,62,2054,245,494,94,0,50,44
MRCMP,P,3974,869,2559,65,0,29,6,1143,303,293,70,0,44,26
MICMP,P,51,2337,314,65,0,15,50,2619,1918,2000,125,0,81,44
MICMP,P,4130,3539,27,192,0,124,68,1189,68,2474,120,0,92,28
MICMP,P,469,2137,858,189,0,115,74,2767,33,107,142,0,84,58
MICMP,P,326,2960,503,74,0,60,14,3641,3602,548,87,0,53,34
MICMP,P,2619,4377,3604,92,0,72,20,3539,2959,862,123,0,47,76
MICMP,P,2834,4130,27,104,0,72,32,494,3572,2000,69,0,35,34
MICMP,P,3414,2771,2337,105,0,51,54,33,573,2611,109,0,63,46
MICMP,P,2960,2054,3234,133,0,63,70,217,1701,280,75,0,41,34
MICMP,P,2137,3688,469,169,0,97,72,1504,858,3604,94,0,72,22
MDBA,P,2866,53,2537,39,0,15,24,87,686,250,97,0,63,34
MICMP,P,1684,3539,4130,140,0,90,50,1918,2474,503,121,0,75,46
MDBA,P,2640,449,2638,18,0,6,12,2537,686,4541,29,0,5,24
MRCMP,P,225,224,2590,205,0,127,48,357,1391,4285,68,0,20,18
MICMP,P,1189,2959,33,173,0,93,80,2851,4325,314,121,0,81,40
MDBA,P,2866,3650,2638,0,0,0,0,3793,2849,4050,44,0,0,44
MDBA,P,1708,3650,2638,18,0,0,18,2912,4638,686,30,0,14,16
MRCMP,P,1302,1923,272,10,0,0,0,316,303,1228,176,0,110,36
MICMP,P,2611,910,123,86,0,48,38,862,27,2337,162,0,98,64
MDBA,P,3941,4122,1559,32,0,14,18,888,365,1389,36,0,6,30
MICMP,P,326,4384,4391,86,0,54,32,1701,2834,2960,79,0,43,36
MRCMP,P,225,224,1279,114,0,66,18,272,433,816,82,0,38,24
MDBA,P,375,686,250,56,0,38,18,45,2537,2199,24,0,0,24
MICMP,P,141,548,2145,114,0,64,50,51,2137,494,118,0,58,60
MRCMP,P,4285,1640,4575,79,0,45,24,303,193,1672,78,0,60,18
MICMP,P,70,4381,3234,77,0,17,60,3641,2054,1504,156,0,110,46
MRCMP,P,225,1218,223,85,0,53,12,56,103,2559,132,0,72,30
MDBA,P,2866,4266,2199,12,0,6,6,2537,2963,2534,18,0,6,12
MICMP,P,4325,245,3604,143,0,89,54,469,67,314,122,0,74,48
MRCMP,P,223,225,4285,134,0,78,26,3974,2539,484,61,0,35,6
MICMP,P,2851,1023,33,143,0,101,42,2619,3414,217,105,0,75,30
MDBA,P,623,2546,128,38,0,32,6,4288,1885,2641,14,0,10,4
MRCMP,P,2607,1143,714,11,0,1,10,1403,224,4475,72,0,38,24
MDBA,P,4464,2640,128,3,3,0,0,4288,1086,2819,0,0,0,0
MRCMP,P,1923,2590,225,144,0,122,12,1370,4285,4460,95,0,51,24
MICMP,P,27,2145,494,149,0,63,86,2000,2137,2960,114,0,96,18
MDBA,P,1699,2546,2537,0,0,0,0,4099,1559,4514,0,0,0,0
MRCMP,P,1881,1228,486,60,0,44,6,75,3314,103,42,0,12,0
MICMP,P,3688,280,862,107,0,51,56,2771,4391,4381,66,0,42,24
MRCMP,P,1391,272,4342,50,0,24,6,4285,1367,2495,37,0,21,6
MICMP,P,573,3604,3234,81,0,37,44,314,3539,4325,105,0,77,28
MDBA,P,375,2546,1111,0,0,0,0,3283,1559,2028,0,0,0,0
MICMP,P,2619,245,141,114,0,70,44,4130,2054,1718,166,0,114,52
MICMP,P,2611,494,51,104,0,54,50,3641,469,1504,138,0,96,42
MICMP,P,2767,858,862,131,0,61,70,573,4325,3539,103,0,69,34
MICMP,P,326,494,141,137,0,75,62,27,4130,2137,63,0,51,12
MICMP,P,573,1718,1504,162,0,110,52,4325,2611,2767,101,0,59,42
MICMP,P,494,1701,217,93,0,47,46,2771,3539,51,78,0,48,30
MICMP,P,573,141,2145,101,0,37,64,469,4130,27,149,0,95,54
MICMP,P,245,2137,1718,118,0,88,30,2054,4325,858,93,0,39,54
MICMP,P,2767,494,3618,123,0,71,52,3539,1701,4381,84,0,72,12
MICMP,P,469,67,27,219,0,115,74,2054,245,494,141,0,105,36
MICMP,P,2767,4325,70,115,0,73,42,1504,1701,3618,66,0,36,30
MICMP,P,245,494,27,124,0,74,50,2474,1718,107,90,0,60,30
MICMP,P,70,245,503,137,0,81,56,217,51,3604,80,0,38,42
MICMP,P,2851,1504,1023,86,0,38,48,27,2959,67,117,0,69,48
MICMP,P,3688,494,2612,91,0,39,52,314,1701,33,120,0,48,72
MICMP,P,469,573,2673,132,0,78,54,2054,2767,3604,102,0,60,42
MICMP,P,2959,33,67,159,0,75,84,245,314,2337,122,0,76,46
MICMP,P,494,1701,51,142,0,68,74,2611,1504,1023,85,0,51,34
MICMP,P,503,573,2145,57,0,31,26,314,4130,4325,110,0,62,48
MICMP,P,2337,68,326,123,0,99,24,3688,2611,33,125,0,65,60
MICMP,P,3656,469,217,154,0,120,34,314,2959,494,132,0,66,66
MICMP,P,4325,67,494,0,0,0,0,3656,326,2337,112,0,66,46
MICMP,P,68,4391,217,0,0,0,0,573,314,2474,54,0,30,24
MICMP,P,3234,4391,494,0,0,0,0,67,4130,2474,96,0,42,54
MICMP,P,4391,314,494,288,20,0,268,3604,4130,2337,28,0,16,12
MICMP,P,3641,3234,217,327,0,49,278,1504,4325,2474,97,0,57,40
MICMP,P,2145,1023,3234,380,92,18,270,68,4325,51,238,92,20,126
MICMP,P,2145,3414,2611,252,0,0,252,70,4325,51,75,0,33,42
NJBRG,E,3314,1676,714,122,3,59,30,193,2607,4361,86,0,20,36
NJBRG,E,714,3314,1676,134,3,59,42,193,4361,2607,130,0,42,48
NJBRG,E,223,4285,1370,110,0,48,32,193,2607,4361,134,3,47,44
NJBRG,E,714,3314,1676,89,0,37,42,11,2554,869,73,6,33,24
NJBRG,E,4285,223,1370,120,3,45,42,4361,2607,193,130,20,22,38
NJBRG,E,3314,1676,714,106,3,41,42,869,11,2554,43,9,12,12
NJBRG,E,2016,224,56,117,3,56,48,1370,223,4285,134,0,66,38
NJBRG,E,869,2554,11,58,6,24,18,1279,303,3340,54,0,16,28
NJBRG,E,2607,193,4361,126,3,53,40,1626,1811,1228,118,0,60,28
NJBRG,E,224,56,2016,105,0,59,36,223,4285,1370,106,0,54,32
NJBRG,E,869,11,2554,80,0,36,24,3340,1279,303,110,0,68,22
NJBRG,E,714,3314,1676,79,3,30,36,4460,1391,75,70,3,9,18
NJBRG,E,193,2607,4361,126,0,48,48,1626,1811,1228,97,0,45,22
NJBRG,E,56,224,2016,125,0,53,42,223,4285,1370,93,3,48,12
NJBRG,E,2554,869,11,128,26,46,36,1279,303,3340,75,0,33,22
NJBRG,E,3314,714,1676,78,0,32,36,1391,75,4460,60,0,24,6
NJBRG,Q,56,896,1279,124,23,59,22,2458,4281,2554,45,0,9,16
NJBRG,Q,4650,4035,3607,14,0,0,4,752,3515,4285,65,6,27,22
NJBRG,Q,75,4454,1811,52,0,0,12,4475,1989,3637,58,20,16,12
NJBRG,Q,4128,714,1676,91,3,50,18,613,41,1257,10,0,0,0
NJBRG,Q,224,3340,11,99,3,54,22,303,2577,4460,91,12,23,26
NJBRG,Q,3314,1391,869,90,0,42,18,555,4361,1370,58,0,20,18
NJBRG,Q,193,2016,4573,71,0,29,12,223,1626,2607,112,23,25,44
NJBRG,Q,303,4454,613,27,0,11,16,56,4460,1228,81,0,31,20
NJBRG,Q,752,3314,11,146,26,56,24,3340,896,41,28,6,8,4
NJBRG,Q,4285,1626,4361,98,3,47,38,1989,714,193,71,3,36,12
NJBRG,Q,3637,2577,2016,79,0,29,30,4035,3515,1257,10,0,6,4
NJBRG,Q,3607,2607,4281,81,3,24,24,1811,4128,2458,46,0,10,16
NJBRG,Q,223,75,1370,73,6,15,12,224,869,2554,85,0,25,30
NJBRG,Q,4573,4650,4475,23,0,3,0,555,1676,1228,120,29,33,28
NJBRG,Q,2458,752,1391,60,3,31,6,714,41,1279,76,0,36,30
NJBRG,Q,3515,3314,1989,27,0,5,22,4454,56,2607,104,0,36,28
NJBRG,Q,223,11,3637,83,3,36,24,4650,555,4285,34,3,3,8
NJBRG,Q,1391,303,3340,138,3,81,34,1626,1811,4281,105,23,18,34
NJBRG,Q,4361,75,869,62,0,18,4,4573,613,1279,48,0,10,18
NJBRG,Q,896,224,1228,97,0,33,34,193,1257,1676,115,6,59,30
NJBRG,Q,4128,4475,4035,25,3,12,10,2016,4460,1370,76,0,48,8
NJBRG,Q,41,2554,3607,18,0,0,18,4650,613,2577,17,3,4,0
NJBRG,Q,3515,1228,1279,126,44,32,30,1626,896,11,153,20,79,24
HIHO,E,2090,2437,359,56,0,24,12,4158,2439,3008,89,0,35,24
HIHO,E,2437,2090,359,71,0,33,18,3008,4158,2439,82,3,35,24
HIHO,E,2090,2437,359,92,3,45,24,3132,4218,2443,90,0,26,44
HIHO,E,1378,4253,1622,39,0,17,12,2439,3008,4158,85,0,39,26
HIHO,E,2090,2437,359,114,0,74,30,3132,2443,4218,128,12,56,40
HIHO,E,1622,1378,4253,39,3,18,18,2439,4158,3008,73,0,35,18
HIHO,E,359,2437,2090,150,0,84,36,4218,3132,2443,67,3,12,32
HIHO,E,4158,2439,3008,69,3,28,18,2438,3878,2465,66,0,10,36
HIHO,E,1622,4253,1378,74,0,46,18,2445,4270,3881,40,0,12,8
HIHO,E,3008,2439,4158,49,0,27,12,3878,2465,2438,79,0,9,40
HIHO,E,1378,4253,1622,55,3,24,18,3881,4270,2445,48,3,9,16
HIHO,E,4218,3132,2443,170,60,50,30,3882,2441,2504,77,0,19,38
HIHO,E,2437,359,2090,147,3,96,18,3721,2348,3880,61,6,29,16
HIHO,E,2439,3008,4158,93,20,33,30,2465,2438,3878,69,0,17,42
HIHO,E,1378,4253,1622,38,0,22,6,4270,2445,3881,58,3,17,8
HIHO,E,2443,3132,4218,129,6,59,34,2441,3882,2504,96,3,51,32
WACH,E,1899,3145,2733,95,0,53,32,1983,4125,2471,138,52,28,48
HIHO,E,359,2437,2090,141,3,78,30,2348,3721,3880,67,3,8,36
WACH,E,2733,1899,3145,112,6,52,44,2471,1983,4125,142,32,74,36
CASJ,E,118,1967,254,125,6,63,36,973,1868,4159,77,12,35,30
WACH,E,4125,1983,2471,137,9,56,42,3789,2122,1595,116,3,39,54
NVLV,E,3245,4276,1717,131,0,51,60,2403,597,987,119,3,54,32
WACH,E,3681,4061,2130,89,3,14,42,1899,2733,3145,101,20,23,48
CASJ,E,118,1967,254,203,0,105,68,973,1868,4159,36,0,24,12
NVLV,E,3245,1717,4276,151,0,63,68,987,2403,597,135,3,60,42
CASJ,E,1868,4159,973,103,0,57,36,114,1388,649,51,3,4,24
NVLV,E,597,987,2403,152,0,74,38,2339,4146,3019,81,0,21,30
CASJ,E,1868,973,4159,68,3,15,30,649,1388,114,81,0,5,36
WACH,E,3681,4061,2130,119,3,32,54,2733,1899,3145,133,0,55,48
ABCA,E,4334,1334,4591,107,9,44,24,4001,1691,216,92,0,26,36
NVLV,E,1717,3245,4276,114,0,38,56,3366,3309,341,93,0,37,16
NJBRG,Q,4475,1811,2607,82,3,27,22,4035,896,613,14,0,0,4
CASJ,E,254,118,1967,134,0,60,24,1662,148,3598,68,0,8,30
WACH,E,2471,1983,4125,107,26,35,36,2122,1595,3789,65,20,9,36
CASJ,E,1868,4159,973,99,9,58,12,114,1388,649,69,0,11,18
NJBRG,Q,56,1370,1391,125,3,50,42,4573,1676,4460,84,0,36,18
WACH,E,3681,2130,4061,152,3,71,48,3145,2733,1899,138,23,63,42
ABCA,E,1334,4334,4591,133,0,63,30,216,4001,1691,79,0,39,30
NVLV,E,987,2403,597,126,3,59,24,4146,3019,2339,86,0,16,30
NJBRG,Q,2607,4035,2554,82,3,27,22,223,3340,4361,59,0,15,14
CASJ,E,118,1967,254,206,0,102,54,1662,3598,148,144,6,56,42
NVLV,E,4276,3245,1717,108,6,50,42,3309,3366,341,50,0,18,22
NJBRG,Q,75,555,4128,55,0,1,14,752,1257,4454,25,0,11,4
WACH,E,4125,2471,1983,166,0,94,42,4030,2907,2522,77,0,31,36
CODE,E,2259,701,2169,183,9,102,42,2996,1410,662,100,0,78,12
ILCH,E,71,2512,2709,131,23,32,36,2451,3936,1625,104,0,48,36
CASJ,E,192,604,971,88,0,32,26,649,114,1388,106,0,20,36
NVLV,E,4792,2844,2034,81,3,30,18,4146,3019,2339,109,0,35,24
NJBRG,Q,869,1989,2577,34,0,2,12,193,303,4475,75,0,43,12
ABCA,E,1691,216,4001,91,6,49,26,1870,244,4205,25,3,12,0
HIHO,Q,3882,2896,2439,90,20,26,24,2455,4774,2438,30,0,2,18
WACH,E,2374,3131,3243,67,3,0,24,2122,1595,3789,111,3,30,48
CASJ,E,4159,1868,973,134,0,78,36,2144,670,840,39,3,10,6
NJBRG,Q,2458,2016,4285,119,0,55,34,3637,224,1811,51,0,9,22
CODE,E,701,2169,2259,198,15,123,30,662,2996,1410,95,3,48,34
ILCH,E,2512,71,2709,142,3,75,24,1625,3936,2451,100,0,72,18
NVLV,E,2844,2034,4792,95,0,45,30,3019,4146,2339,115,3,36,36
HIHO,Q,3008,3685,2348,66,20,4,12,3880,2437,4830,53,0,23,10
WACH,E,1983,2471,4125,87,3,34,30,2522,4030,2907,123,0,57,36
NJBRG,Q,4573,3607,714,28,6,0,12,1676,3314,4281,116,6,48,42
ABCA,E,216,1691,4001,94,3,41,30,1870,244,4205,55,0,25,10
CASJ,E,192,971,604,96,0,30,36,1388,649,114,115,0,33,42
NVLV,E,2403,987,597,111,0,27,44,4183,2984,3009,98,0,42,36
HIHO,Q,4158,2453,359,94,0,60,14,3132,2465,2444,37,0,19,18
WACH,E,2990,3663,2944,65,3,26,36,2733,3145,1899,119,0,51,48
NJBRG,Q,193,1228,2607,105,3,20,52,41,75,752,48,0,10,8
CASJ,E,4159,1868,973,116,6,66,24,2144,840,670,58,3,9,36
ABCA,E,4334,1334,4591,164,0,88,36,4497,1772,1305,116,0,78,18
NVLV,E,3309,341,3366,143,0,63,30,3187,3288,1165,104,0,24,30
HIHO,Q,4529,2090,4270,102,0,54,18,2504,3721,2853,44,0,30,4
ILCH,E,2338,111,1675,112,0,54,38,2451,1625,3936,119,0,51,48
ARFA,E,3612,1477,1421,127,0,61,36,2164,3507,3847,98,3,51,24
CASJ,E,1662,148,3598,167,3,74,60,233,100,846,46,0,0,36
NJBRG,Q,4650,4454,869,15,0,1,4,3340,4035,1626,51,3,14,24
WACH,E,2130,3681,4061,120,0,58,42,3693,2147,3968,66,0,24,22
CODE,E,3200,3013,4499,39,0,3,36,2996,1410,662,50,6,32,12
NVLV,E,1717,3245,4276,119,3,60,36,3965,330,25,65,0,23,12
HIHO,Q,3881,4253,1378,26,0,16,0,4374,2477,4218,14,0,0,4
ABCA,E,1691,4001,216,62,3,15,24,244,4205,1870,67,3,20,24
CASJ,E,1967,118,254,193,3,74,66,2489,115,766,85,0,35,30
NJBRG,Q,2016,4361,4475,78,6,26,46,2458,3637,56,44,6,6,12
CODE,E,701,2169,2259,132,41,31,30,1332,1339,1157,64,12,22,20
WACH,E,2374,3243,3131,70,0,12,18,1595,2122,3789,97,0,41,36
NVLV,E,2034,2844,4792,99,0,39,30,4146,2339,3019,75,20,7,8
HIHO,Q,3800,2441,4537,38,0,12,26,3878,1622,2445,58,3,15,30
ILCH,E,2338,111,1675,86,0,30,36,1625,3936,2451,124,20,42,42
ABCA,E,4633,4334,1334,88,9,33,36,4497,1772,1305,76,3,39,24
ARFA,E,1477,3612,1421,109,0,59,20,2164,3847,3507,104,0,68,6
NJBRG,Q,1989,1279,303,133,35,58,30,4285,3607,1370,64,0,36,18
NVLV,E,2403,597,987,122,6,60,36,2984,4183,3009,107,0,33,54
CASJ,E,971,192,604,99,0,21,48,114,1388,649,72,26,12,24
HIHO,Q,2438,3685,2453,66,0,32,14,3008,4158,2443,84,0,54,30
CODE,E,3013,4499,3200,74,3,21,30,662,2996,1410,103,15,48,30
ILCH,E,2010,648,1781,85,3,12,40,2709,71,2512,113,20,17,36
WACH,E,2471,1983,4125,124,3,69,42,4030,2907,2522,119,0,53,36
ABCA,E,4719,288,1482,38,3,3,12,1870,4205,244,103,23,40,20
CASJ,E,973,1868,4159,57,6,39,12,2144,840,670,87,3,38,26
NVLV,E,3366,3309,341,103,0,27,36,1165,3288,3187,89,0,43,36
HIHO,Q,359,2504,2477,88,9,45,24,2455,2437,2439,31,0,31,0
CODE,E,701,2169,2259,212,35,111,36,1332,1157,1339,78,0,26,32
NJBRG,Q,555,4281,896,48,0,16,12,3515,714,2577,22,0,8,4
MELE,E,3467,2648,2386,122,0,42,30,176,63,125,107,3,60,24
HIHO,Q,1378,3721,3882,86,0,34,42,3881,4529,2444,22,0,2,0
NVLV,E,3245,1717,4276,93,0,35,38,25,330,3965,78,0,32,16
ARFA,E,16,1939,2410,65,0,27,18,2164,3847,3507,98,6,36,36
WACH,E,3663,2944,2990,57,0,15,42,1899,3145,2733,61,0,19,32
NJBRG,Q,1391,4460,613,72,0,24,18,223,224,3314,78,0,6,42
CASJ,E,3598,148,1662,158,6,60,42,100,233,846,67,0,17,30
ABCA,E,288,4719,1482,37,0,3,24,1870,244,4205,83,0,43,20
HIHO,Q,4537,4253,3132,58,40,6,12,4774,2348,3878,79,20,11,18
CASJ,E,118,1967,254,174,6,90,48,115,766,2489,77,0,27,30
ARFA,E,1477,3612,1421,123,3,56,24,2080,3593,456,97,3,36,28
WACH,E,2130,3681,4061,180,0,96,54,2147,3968,3693,55,3,14,18
NYLI,E,3171,358,1796,98,0,36,22,369,527,1751,79,0,41,18
CODE,E,662,1410,2996,71,0,27,34,4550,3807,1619,54,0,8,6
ABCA,E,4001,1691,216,79,26,21,12,3354,4751,4771,22,0,12,0
HIHO,Q,2465,4270,2443,80,0,32,18,4218,3880,2090,89,3,44,32
NJBRG,Q,1989,4128,1257,4,0,4,0,2554,11,1811,89,20,21,28
MELE,E,2386,3467,2648,86,3,39,34,125,63,176,159,0,93,36
ILCH,E,2338,111,1675,101,0,39,32,1625,3936,2451,55,3,24,18
CODE,E,1977,1584,1245,90,0,12,48,4499,3013,3200,93,0,27,36
ABCA,E,1772,4497,1305,77,0,33,24,4733,4625,4606,58,6,20,22
MIBED,E,469,33,904,146,6,66,54,2959,573,815,131,0,69,42
ARFA,E,16,2410,1939,97,3,30,44,2164,3847,3507,108,3,39,36
HIHO,Q,4374,3800,2853,10,0,0,0,2441,1622,2896,32,0,6,26
NYLI,E,3171,1796,358,70,0,20,10,369,1751,527,44,0,12,12
CODE,E,1799,1011,2036,50,3,3,24,1157,1339,1332,53,3,20,20
NJBRG,Q,1626,1676,2577,99,0,55,24,2607,4361,2458,77,6,27,24
ABCA,E,1334,4334,4633,74,0,40,24,771,4627,3278,26,6,6,4
HIHO,Q,4529,2453,4830,9,0,5,4,2504,4537,2445,51,0,39,12
ILCH,E,2010,648,1781,59,0,15,24,2512,71,2709,109,0,21,48
CODE,E,2169,2259,701,209,29,126,34,2972,3403,4388,51,0,3,18
ABCA,E,1482,288,4719,66,0,18,28,244,1870,4205,49,0,9,20
MELE,E,3467,2386,2648,123,0,43,30,125,63,176,92,0,42,30
HIHO,Q,4774,3132,2477,51,23,10,18,4270,3008,2444,45,20,5,0
MIBED,E,469,33,904,131,3,66,42,815,2959,573,109,3,56,30
NJBRG,Q,3607,4460,896,14,0,0,4,555,2016,613,67,6,41,0
CODE,E,662,1410,2996,103,23,50,30,3807,4550,1619,20,0,0,0
ARFA,E,1421,1477,3612,134,3,55,36,2080,3593,456,113,0,53,40
ILCH,E,3936,1625,2451,70,0,48,12,4241,4302,3067,46,0,10,26
HIHO,Q,2896,359,2455,112,40,24,18,4374,1378,3685,22,0,22,0
NJBRG,Q,1279,752,4128,64,3,29,22,1228,3340,4475,83,3,50,10
ABCA,E,4001,1691,216,55,0,17,18,4771,4751,3354,8,0,8,0
CODE,E,1245,1584,1977,62,3,17,12,3200,4499,3013,84,0,6,48
INTH,E,868,234,1646,147,3,72,42,447,1288,1756,107,3,54,30
ARFA,E,1764,3528,3284,98,0,42,36,3507,2461,3847,105,0,59,26
CODE,E,1011,1799,2036,58,3,9,36,1332,1339,1157,67,6,27,14
ABCA,E,1305,4497,1772,89,0,55,24,4733,4625,4606,51,0,19,22
NYLI,E,1751,369,527,96,0,42,34,2875,2638,3624,101,3,28,30
HIHO,Q,2439,2443,3878,113,0,63,30,2437,2465,2853,29,0,7,12
MIBED,E,815,2959,573,118,6,56,36,910,2337,1684,99,0,29,60
NJBRG,Q,223,4573,303,68,15,21,12,3637,4454,41,26,0,2,4
ILCH,E,3936,1625,2451,34,12,12,0,4241,4302,3067,44,0,12,12
MELE,E,176,125,63,119,0,63,36,1831,172,1153,54,0,18,36
ARFA,E,2410,1939,16,134,0,78,36,3937,1912,4487,97,3,30,34
CODE,E,701,2169,2259,185,3,114,48,2972,4388,3403,97,0,45,12
ABCA,E,1334,4633,4334,102,0,32,30,3278,771,4627,29,0,15,4
HIHO,Q,1622,4830,4218,63,3,22,28,3882,2438,2441,69,0,15,34
NJBRG,Q,1257,2554,1391,49,0,27,12,4285,3314,193,156,0,84,42
MIBED,E,33,469,904,182,0,92,60,1250,66,226,110,3,33,54
NYLI,E,28,353,2487,77,0,33,34,3171,358,1796,85,0,41,4
INTH,E,234,1646,868,154,0,108,36,447,1288,1756,129,3,60,36
MELE,E,3467,2386,2648,181,20,81,30,69,4564,133,116,0,54,42
ARFA,E,3160,4553,1730,74,6,18,30,3593,456,2080,91,3,24,34
ILCH,E,111,1675,2338,115,0,47,38,2194,101,3940,36,0,2,4
HIHO,Q,3721,2348,2445,73,0,9,24,2090,4158,3881,113,3,60,30
MIBED,E,2959,815,573,123,6,51,36,1684,910,2337,69,0,25,24
NYLI,E,1751,527,369,50,0,12,28,2875,2638,3624,101,0,35,36
NJBRG,Q,1811,869,1370,61,20,19,12,3515,56,4650,6,3,3,0
ARFA,E,3528,3284,1764,166,60,54,42,3847,3507,2461,94,0,42,32
ILCH,E,71,2709,2512,134,12,78,24,4096,2358,3061,78,0,24,34
NJBRG,Q,4281,11,714,77,0,33,24,224,75,4035,56,0,0,26
NYLI,E,353,2487,28,133,9,60,34,358,1796,3171,117,0,53,4
HIHO,Q,3008,3880,3800,0,0,0,0,2504,2453,4253,10,0,8,2
INTH,E,234,1646,868,154,0,88,36,3947,1741,2481,116,3,45,48
MELE,E,63,176,125,112,3,59,30,172,1153,1831,91,0,25,36
ILCH,E,1781,648,2010,76,0,26,30,2704,1091,3135,42,0,0,22
MIBED,E,904,469,33,167,3,74,60,226,1250,66,117,6,39,42
ARFA,E,1939,2410,16,92,0,34,38,3937,4487,1912,133,6,65,32
CASJ,Q,3482,3022,2367,25,0,13,2,3933,1868,4543,54,0,24,0
HIHO,Q,2853,1622,2443,71,0,15,36,2444,1378,359,98,0,58,30
NJBRG,Q,3340,3607,3637,65,0,11,4,223,2554,1228,87,0,45,12
ILCH,E,3936,2451,1625,78,3,39,6,3067,4241,4302,44,0,12,12
NYLI,E,527,1751,369,79,0,21,28,2875,2638,3624,61,0,3,18
MELE,E,2386,3467,2648,179,0,87,42,4564,133,69,139,6,55,48
MIBED,E,2337,1684,910,97,0,53,24,4294,470,326,44,0,2,12
CASJ,Q,2144,1351,2813,61,0,5,16,2761,4765,692,42,0,10,22
HIHO,Q,4537,3685,2437,29,3,4,12,4270,3132,3882,84,0,38,36
